22 12 2017,  0.00 , 15.45
23 12 2017,  0.00 , 20.80
24 12 2017,  0.00 , 5.32
25 12 2017,  0.00 , 5.41
26 12 2017,  0.00 , 1.89
27 12 2017,  0.00 , 1.63
28 12 2017,  0.00 , 1.86
29 12 2017,  0.00 , 3.17
30 12 2017,  0.00 , 3.51
31 12 2017,  0.00 , 1.83
